200, 0, 10.354024, 0.0
200, 1, 10.12001, 0.0
200, 2, 7.9831777, 0.007628929
200, 3, 1.9160421, 0.29791668
200, 4, 0.88377637, 0.5320957
200, 5, 0.6613165, 0.64950746
200, 6, 0.7224985, 0.6775008
200, 7, 0.6477991, 0.70487803
200, 8, 0.67987895, 0.7102343
200, 9, 0.69347775, 0.7390084
200, 10, 0.6937917, 0.734681
200, 11, 0.6708371, 0.73623365
200, 12, 0.6881772, 0.72942644
200, 13, 0.64634436, 0.7613456
200, 14, 0.6436492, 0.76330656
200, 15, 0.6471502, 0.7591963
200, 16, 0.6732836, 0.75258046
200, 17, 0.71683335, 0.76224613
200, 18, 0.69947535, 0.7669012
200, 19, 0.6627696, 0.7447271
200, 20, 0.69220334, 0.7662644
200, 21, 0.68861437, 0.7485362
200, 22, 0.6663493, 0.7368255
200, 23, 0.6462353, 0.752802
200, 24, 0.6638191, 0.768546
200, 25, 0.64485085, 0.7720916
200, 26, 0.72215635, 0.77491766
200, 27, 0.70591265, 0.74358976
200, 28, 0.63935447, 0.7447964
200, 29, 0.65679634, 0.77189726
200, 30, 0.5598189, 0.7825955
200, 31, 0.66921556, 0.76400733
200, 32, 0.6863084, 0.7527574
200, 33, 0.7251256, 0.76567256
200, 34, 0.6528745, 0.75981873
200, 35, 0.67825764, 0.7475053
200, 36, 0.65708846, 0.75185513
200, 37, 0.6437635, 0.77034974
200, 38, 0.67773217, 0.76873857
200, 39, 0.6321835, 0.7631021
200, 40, 0.66901964, 0.7536991
200, 41, 0.6869821, 0.76089627
200, 42, 0.64869493, 0.73779726
200, 43, 0.65831465, 0.7537065
200, 44, 0.5895926, 0.7838175
200, 45, 0.6156025, 0.784737
200, 46, 0.6492341, 0.79872304
200, 47, 0.62139475, 0.7564702
200, 48, 0.62050605, 0.80037373
200, 49, 0.6005257, 0.77019584
200, 50, 0.67615753, 0.7595777
200, 51, 0.5895703, 0.78489274
200, 52, 0.6144574, 0.77115035
200, 53, 0.656005, 0.7735276
200, 54, 0.5747117, 0.810737
200, 55, 0.7558597, 0.7752087
200, 56, 0.67980826, 0.7695881
200, 57, 0.6194917, 0.77968174
200, 58, 0.61094654, 0.78142726
200, 59, 0.5873384, 0.78259504
200, 60, 0.6702802, 0.76428795
200, 61, 0.67423356, 0.76119405
200, 62, 0.66987604, 0.7635395
200, 63, 0.6237015, 0.76961243
200, 64, 0.6342988, 0.77639365
200, 65, 0.6705842, 0.7541679
200, 66, 0.64226097, 0.76668656
200, 67, 0.6762133, 0.7798762
200, 68, 0.5974723, 0.79352224
200, 69, 0.66838366, 0.7837423
200, 70, 0.606786, 0.79363173
200, 71, 0.658167, 0.7657658
200, 72, 0.67999005, 0.73594815
200, 73, 0.670506, 0.76740694
200, 74, 0.650624, 0.75225925
200, 75, 0.65241545, 0.78910255
200, 76, 0.729722, 0.78044975
200, 77, 0.64483124, 0.7515863
200, 78, 0.6498809, 0.75767815
200, 79, 0.6078596, 0.76073235
200, 80, 0.5850991, 0.8129518
200, 81, 0.662289, 0.7778118
200, 82, 0.694612, 0.77654135
200, 83, 0.6316754, 0.7785214
200, 84, 0.6785837, 0.76769847
200, 85, 0.6206345, 0.7760606
200, 86, 0.6992552, 0.7533393
200, 87, 0.68140984, 0.77290076
200, 88, 0.628801, 0.7643331
200, 89, 0.74852496, 0.7713755
200, 90, 0.6329558, 0.7825426
200, 91, 0.6512011, 0.76114845
200, 92, 0.69666684, 0.7249047
200, 93, 0.64964175, 0.7506158
200, 94, 0.66542476, 0.7672172
200, 95, 0.71575904, 0.75856745
200, 96, 0.6771199, 0.7593985
200, 97, 0.65594715, 0.7713351
200, 98, 0.6678275, 0.7755167
200, 99, 0.71263725, 0.7500786
500, 0, 10.49467, 0.0
500, 1, 10.494428, 0.0
500, 2, 10.287746, 0.0
500, 3, 9.816906, 0.0
500, 4, 7.7735314, 0.014071294
500, 5, 4.5421047, 0.12549138
500, 6, 2.3849914, 0.22069186
500, 7, 1.3630874, 0.34899968
500, 8, 1.0082891, 0.46579418
500, 9, 0.98718977, 0.47347316
500, 10, 0.8108376, 0.54692453
500, 11, 0.6974383, 0.59806067
500, 12, 0.7360019, 0.633833
500, 13, 0.7551694, 0.6248862
500, 14, 0.6534209, 0.6747172
500, 15, 0.772321, 0.6612801
500, 16, 0.67063075, 0.70210785
500, 17, 0.685501, 0.69511056
500, 18, 0.698379, 0.72025627
500, 19, 0.7232609, 0.70504254
500, 20, 0.74935377, 0.7205136
500, 21, 0.6724459, 0.7045877
500, 22, 0.6929577, 0.7145969
500, 23, 0.66691357, 0.73901343
500, 24, 0.66616446, 0.7415907
500, 25, 0.67646027, 0.71972096
500, 26, 0.63659203, 0.7499217
500, 27, 0.6783966, 0.7361068
500, 28, 0.662222, 0.73159367
500, 29, 0.6880119, 0.74961406
500, 30, 0.65330213, 0.7600125
500, 31, 0.6531524, 0.7589074
500, 32, 0.7017335, 0.7271298
500, 33, 0.6926623, 0.73117286
500, 34, 0.69621503, 0.74985147
500, 35, 0.6787668, 0.75880015
500, 36, 0.6634544, 0.74509203
500, 37, 0.65314966, 0.7472902
500, 38, 0.64189774, 0.74501246
500, 39, 0.6575802, 0.7765264
500, 40, 0.6528004, 0.76241696
500, 41, 0.71218544, 0.7328724
500, 42, 0.7118203, 0.73919755
500, 43, 0.70990777, 0.7251676
500, 44, 0.7066683, 0.7307692
500, 45, 0.6629373, 0.76320755
500, 46, 0.6690904, 0.73720443
500, 47, 0.6762346, 0.74540263
500, 48, 0.61083853, 0.7793296
500, 49, 0.67080784, 0.7368758
500, 50, 0.70254505, 0.7466307
500, 51, 0.6248858, 0.7781874
500, 52, 0.65526927, 0.7723993
500, 53, 0.7094116, 0.72342396
500, 54, 0.6795629, 0.74016726
500, 55, 0.6923736, 0.7313749
500, 56, 0.7278877, 0.7461156
500, 57, 0.60356593, 0.77513385
500, 58, 0.65821564, 0.75476336
500, 59, 0.6835696, 0.7465672
500, 60, 0.7300016, 0.7226115
500, 61, 0.6507152, 0.7646692
500, 62, 0.649451, 0.7699602
500, 63, 0.7532309, 0.7417651
500, 64, 0.6228276, 0.7598633
500, 65, 0.7395747, 0.7451969
500, 66, 0.66131186, 0.7599758
500, 67, 0.71277004, 0.7561414
500, 68, 0.68411255, 0.761658
500, 69, 0.656916, 0.76415664
500, 70, 0.68588835, 0.76744187
500, 71, 0.65760595, 0.7704518
500, 72, 0.6501174, 0.77822334
500, 73, 0.63766223, 0.76667684
500, 74, 0.6506052, 0.7595092
500, 75, 0.62695956, 0.7638547
500, 76, 0.6403674, 0.7513694
500, 77, 0.71258134, 0.7655236
500, 78, 0.6243016, 0.7873652
