200, 0, 11.334996, 0.0
200, 1, 11.097322, 0.0
200, 2, 8.366986, 0.016378244
200, 3, 1.6965299, 0.31456953
200, 4, 0.83895224, 0.5527127
200, 5, 0.8246537, 0.6165228
200, 6, 0.7093541, 0.68390805
200, 7, 0.7160734, 0.7043531
200, 8, 0.6794877, 0.7099028
200, 9, 0.71317065, 0.7051439
200, 10, 0.67041296, 0.69094855
200, 11, 0.70102507, 0.7111111
200, 12, 0.73066545, 0.7442633
200, 13, 0.6896878, 0.71695834
200, 14, 0.7531246, 0.7024669
200, 15, 0.7334496, 0.7249396
200, 16, 0.6308444, 0.7452625
200, 17, 0.68440974, 0.7624029
200, 18, 0.6982495, 0.7752307
200, 19, 0.6333722, 0.75873107
200, 20, 0.6943315, 0.7507003
200, 21, 0.6933434, 0.74557316
200, 22, 0.66270226, 0.76667666
200, 23, 0.72103065, 0.75342464
200, 24, 0.7117197, 0.7541985
200, 25, 0.76942694, 0.6889849
200, 26, 0.6377097, 0.74816847
200, 27, 0.6361879, 0.7706285
200, 28, 0.6187283, 0.7280322
200, 29, 0.66754717, 0.7774381
200, 30, 0.68547136, 0.7658842
200, 31, 0.72043544, 0.7421289
200, 32, 0.6995678, 0.75759476
200, 33, 0.6465598, 0.776328
200, 34, 0.7178854, 0.755521
200, 35, 0.6856262, 0.73737067
200, 36, 0.67694473, 0.72902256
200, 37, 0.7503272, 0.73499537
200, 38, 0.7496429, 0.75932103
200, 39, 0.769148, 0.72587585
200, 40, 0.73671424, 0.7245614
200, 41, 0.74479413, 0.75038713
200, 42, 0.6777498, 0.73907655
200, 43, 0.6811096, 0.746594
200, 44, 0.6778843, 0.76174396
200, 45, 0.7160571, 0.7427729
200, 46, 0.72844666, 0.71787024
200, 47, 0.6889529, 0.7219317
200, 48, 0.65962404, 0.7662111
200, 49, 0.6842668, 0.7754979
200, 50, 0.7371722, 0.7484182
200, 51, 0.6352622, 0.7643852
200, 52, 0.63618267, 0.7479826
200, 53, 0.6543908, 0.78367716
200, 54, 0.69792217, 0.7569316
200, 55, 0.5818659, 0.760274
200, 56, 0.70524067, 0.781571
