epoch,accuracy,loss
0,0.041839998215436935,4.426533222198486
1,0.12042000144720078,3.823577880859375
2,0.18031999468803406,3.4725284576416016
3,0.22224000096321106,3.247657299041748
4,0.25270000100135803,3.0760555267333984
5,0.2808000147342682,2.9315176010131836
6,0.3041599988937378,2.8036181926727295
7,0.32491999864578247,2.6894710063934326
8,0.3456999957561493,2.585477828979492
9,0.36730000376701355,2.4885783195495605
10,0.3848400115966797,2.394747734069824
11,0.4047999978065491,2.3108158111572266
12,0.42193999886512756,2.2262206077575684
13,0.4397599995136261,2.1476011276245117
14,0.45532000064849854,2.0755059719085693
15,0.47266000509262085,1.9976239204406738
16,0.4893600046634674,1.925547480583191
17,0.5046399831771851,1.8583195209503174
18,0.5212399959564209,1.7847644090652466
19,0.5379400253295898,1.7160556316375732
20,0.5539799928665161,1.6466026306152344
21,0.5687199831008911,1.5811290740966797
22,0.5855799913406372,1.5119229555130005
23,0.6011599898338318,1.4427433013916016
24,0.6185200214385986,1.374522089958191
25,0.6345000267028809,1.3055635690689087
26,0.6499999761581421,1.2407156229019165
27,0.6694599986076355,1.169823408126831
28,0.686959981918335,1.10232412815094
29,0.7024000287055969,1.0380574464797974
30,0.722819983959198,0.9710192680358887
31,0.736739993095398,0.9094766974449158
32,0.7549800276756287,0.8439038991928101
33,0.7681400179862976,0.7877062559127808
34,0.7820799946784973,0.7308401465415955
35,0.7943400144577026,0.6818913221359253
36,0.8142799735069275,0.623039186000824
37,0.8287000060081482,0.5719672441482544
38,0.8432000279426575,0.5245292782783508
39,0.8542400002479553,0.47811493277549744
40,0.8674799799919128,0.4393671751022339
41,0.8774799704551697,0.4026264548301697
42,0.883899986743927,0.37627094984054565
43,0.892579972743988,0.34813305735588074
44,0.9083600044250488,0.3024056851863861
45,0.9181399941444397,0.27219364047050476
46,0.9235399961471558,0.24959702789783478
47,0.9236000180244446,0.24799148738384247
48,0.9290599822998047,0.23037917912006378
49,0.9388999938964844,0.20141951739788055
