epoch,accuracy,loss
0,0.03925999999046326,4.442938804626465
1,0.12036000192165375,3.838006019592285
2,0.18002000451087952,3.476735830307007
3,0.2189600020647049,3.26350474357605
4,0.2462799996137619,3.103421449661255
5,0.27296000719070435,2.9620440006256104
6,0.29787999391555786,2.833319664001465
7,0.3181400001049042,2.717465400695801
8,0.33974000811576843,2.613318920135498
9,0.35885998606681824,2.515343189239502
10,0.3769800066947937,2.4247896671295166
11,0.3936600089073181,2.3410720825195312
12,0.41383999586105347,2.2558321952819824
13,0.4278799891471863,2.1795737743377686
14,0.4479599893093109,2.1038243770599365
15,0.46314001083374023,2.032217264175415
16,0.4796000123023987,1.9603416919708252
17,0.4944800138473511,1.8896963596343994
18,0.51146000623703,1.820440649986267
19,0.5242199897766113,1.7533178329467773
20,0.5435600280761719,1.68510901927948
21,0.557919979095459,1.6190661191940308
22,0.5750799775123596,1.548698902130127
23,0.5900200009346008,1.4812144041061401
24,0.6063799858093262,1.413134217262268
25,0.6221399903297424,1.3482987880706787
26,0.6405799984931946,1.2822233438491821
27,0.6557400226593018,1.2143290042877197
28,0.6723399758338928,1.1500269174575806
29,0.689520001411438,1.0823042392730713
30,0.7089599967002869,1.0110371112823486
31,0.7253199815750122,0.9472127556800842
32,0.7417399883270264,0.8851808309555054
33,0.758899986743927,0.8248807191848755
34,0.7739999890327454,0.7641574144363403
35,0.7917600274085999,0.7042204141616821
36,0.8068000078201294,0.6473179459571838
37,0.8197399973869324,0.5982463955879211
38,0.8306599855422974,0.5574944019317627
39,0.8445000052452087,0.5108386874198914
40,0.8584200143814087,0.46271616220474243
41,0.8715400099754333,0.41773903369903564
42,0.8808199763298035,0.3926851451396942
43,0.8918799757957458,0.3498043715953827
44,0.9046199917793274,0.3152853846549988
45,0.9079800248146057,0.29690054059028625
46,0.9238600134849548,0.25428858399391174
47,0.9233199954032898,0.251010537147522
48,0.9264199733734131,0.23854322731494904
49,0.9282600283622742,0.22925639152526855
